UNITID,ROOM,XROOMCAP,ROOMCAP,ALLONCAM,TUITVARY,BOARD,XMEALSWK,MEALSWK,XAPPFEEU,APPLFEEU,APPFEEUW,XAPPFEEG,APPLFEEG,APPFEEGW,XAPPFEED,APPLFEED,APPFEEDW,PRMPGM,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,FAFSAQ1,FAFSAQ2,FAFQ2URL,PRGMOFR,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XHRCHF1,HRCHF1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XHRCHF2,HRCHF2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XHRCHF3,HRCHF3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XHRCHF5,HRCHF5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XHRCHF6,HRCHF6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XHRCHF7,HRCHF7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG10AY0,CHG10AY0,XCHG10AY1,CHG10AY1,XCHG10AY2,CHG10AY2,XCHG10AY3,CHG10AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG10PY0,CHG10PY0,XCHG10PY1,CHG10PY1,XCHG10PY2,CHG10PY2,XCHG10PY3,CHG10PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6
494986,2,A,,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,13750,R,100,R,210,R,100,R,13750,R,100,R,210,R,100,R,13750,R,100,R,210,R,100,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,13750,R,0,R,13750,R,13750,R,100,R,13850,R,13750,R,100,R,13850,R,13750,R,100,R,13850,,,R,13750,R,0,R,13750,R,13750,R,100,R,13850,R,13750,R,100,R,13850,R,13750,R,100,R,13850,,,R,13750,R,0,R,13750,R,13750,R,100,R,13850,R,13750,R,100,R,13850,R,13750,R,100,R,13850,,,R,500,R,500,R,500,R,500,A,,A,,A,,A,,A,,A,,A,,A,,R,10000,R,10000,R,10000,R,10000,R,1600,R,1600,R,1600,R,1600,A,,A,,A,,R,10000,R,1600,R,1600,R,1600,R,1600,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
494995,2,A,,2,-2,3,A,,R,70,0,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0402,A,,A,,R,1800,1,R,13,R,52,R,900,R,26,R,14490,R,14490,R,14490,R,14490,R,910,R,910,R,910,R,910,A,,A,,A,,A,,A,,A,,A,,A,,R,23322,R,23322,R,26000,R,26000,R,8814,R,8814,R,11700,R,13000,A,,A,,A,,R,7800,R,7202,R,7202,R,10400,R,10400,12.0402,R,7590,R,190,R,1000,1,R,8,12.0402,R,7310,R,190,R,500,1,R,4,12.0402,R,1810,R,190,R,200,1,R,2,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495013,2,A,,-2,-2,3,A,,R,50,0,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,11.0103,R,5800,A,,R,600,1,R,6,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,48.0508,R,14025,R,135,R,900,1,R,9,47.0607,R,22931,R,220,R,1926,1,R,19,51.0805,R,6800,R,250,R,600,1,R,6,47.0201,R,7100,R,300,R,600,1,R,6,51.0601,R,8762,R,275,R,780,1,R,8
495031,2,A,,2,2,1,R,21,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,R,550,A,,R,11500,R,0,R,479,R,0,R,11500,R,0,R,479,R,0,R,11500,R,0,R,479,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,9600,R,0,R,9600,R,10000,R,0,R,10000,R,11000,R,0,R,11000,R,11500,R,0,R,11500,,,R,9600,R,0,R,9600,R,10000,R,0,R,10000,R,11000,R,0,R,11000,R,11500,R,0,R,11500,,,R,9600,R,0,R,9600,R,10000,R,0,R,10000,R,11000,R,0,R,11000,R,11500,R,0,R,11500,,,R,200,R,200,R,300,R,200,A,,A,,A,,R,4550,A,,A,,A,,R,4136,R,15250,R,16590,R,16700,R,12192,R,3800,R,3800,R,8000,R,4820,A,,A,,A,,R,3996,R,5600,R,5600,R,12800,R,4820,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495040,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0409,A,,A,,R,600,1,R,5,R,19,R,900,R,26,R,12000,R,12000,R,12000,R,12000,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,R,9500,R,9500,R,9500,R,9500,R,2375,R,2375,R,2375,R,2375,A,,A,,A,,R,9500,R,2375,R,2375,R,2375,R,2375,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495059,2,A,,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,A,,A,,A,,R,16000,R,120,R,500,R,0,R,16000,R,120,R,500,R,0,R,16000,R,120,R,500,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,24000,R,120,R,24120,R,24000,R,120,R,24120,R,24000,R,150,R,24150,R,24000,R,180,R,24180,,,R,24000,R,120,R,24120,R,24000,R,120,R,24120,R,24000,R,150,R,24150,R,24000,R,180,R,24180,,,R,24000,R,120,R,24120,R,24000,R,120,R,24120,R,24000,R,150,R,24150,R,24000,R,180,R,24180,,,R,600,R,500,R,600,R,600,A,,A,,A,,A,,A,,A,,A,,A,,R,11054,R,11054,R,11054,R,11054,R,3310,R,3310,R,3310,R,3310,A,,A,,A,,R,500,R,3310,R,3310,R,3310,R,3310,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495077,2,A,,2,-2,3,A,,R,25,0,A,,-2,A,,-2,2,1,1,0,1,0,2,2,,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0401,A,,A,,R,1000,1,R,8,R,33,R,900,R,30,R,21000,R,13248,R,13250,R,13205,R,3500,R,3704,R,4581,R,5157,A,,A,,A,,A,,A,,A,,A,,A,,R,12375,R,16079,R,14165,R,13068,R,5445,R,8250,R,12557,R,11129,A,,A,,A,,R,8753,R,5148,R,4092,R,8060,R,7458,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495101,2,A,,2,-2,3,A,,R,10,0,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,51.3501,A,,A,,R,900,1,R,12,R,48,R,900,R,48,R,12600,R,13800,R,13800,R,13800,R,899,R,1341,R,1341,R,1499,A,,A,,A,,A,,A,,A,,A,,A,,R,9432,R,12000,R,12048,R,14400,R,4452,R,2064,R,2064,R,5340,A,,A,,A,,R,5400,R,2760,R,2064,R,2064,R,4440,51.3501,R,9600,R,1499,R,600,1,R,7,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495110,2,A,,2,2,3,A,,R,100,1,A,,-2,A,,-2,2,2,0,0,0,0,2,2,,-2,A,,A,,A,,R,24684,R,786,A,,A,,R,24684,R,786,A,,A,,R,24684,R,786,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19000,R,500,R,19500,R,21849,R,576,R,22425,R,23967,R,750,R,24717,R,24684,R,786,R,25470,,,R,19000,R,500,R,19500,R,21849,R,576,R,22425,R,23967,R,750,R,24717,R,24684,R,786,R,25470,,,R,19000,R,500,R,19500,R,21849,R,576,R,22425,R,23967,R,750,R,24717,R,24684,R,786,R,25470,,,R,1515,R,2301,R,2326,R,2466,A,,A,,A,,A,,A,,A,,A,,A,,R,7785,R,9000,R,9816,R,10521,R,1370,R,1977,R,2175,R,2235,A,,A,,A,,R,6315,R,1370,R,1977,R,2175,R,2235,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495129,2,A,,2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,46.0302,A,,A,,R,36,2,R,8,R,30,R,24,R,30,R,14395,R,14395,R,17395,R,18345,R,600,R,600,R,600,R,650,A,,A,,A,,A,,A,,A,,A,,A,,R,6878,R,9930,R,7125,R,14055,R,6345,R,5250,R,6375,R,7650,A,,A,,A,,R,10193,R,1605,R,3248,R,1875,R,2250,47.0201,R,18495,R,500,R,36,2,R,8,51.0899,R,15495,R,500,R,34,2,R,8,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495138,2,A,,2,-2,3,A,,P,0,0,A,,-2,A,,-2,2,1,1,0,1,0,2,2,,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0599,A,,A,,P,600,1,P,6,P,24,P,900,P,52,P,10100,P,10100,P,10100,P,10100,P,500,P,500,P,500,P,500,A,,A,,A,,A,,A,,A,,A,,A,,P,5712,P,24720,P,12000,P,12237,P,2340,P,10140,P,6000,P,6196,A,,A,,A,,P,6119,P,2340,P,10140,P,6000,P,6000,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495147,1,R,35,2,2,3,A,,A,,-2,A,,-2,A,,-2,2,1,0,0,1,0,2,2,,-2,R,5950,A,,A,,R,11000,R,350,R,400,R,175,R,11000,R,350,R,400,R,175,R,11000,R,350,R,400,R,175,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,11000,R,175,R,11175,R,11000,R,350,R,11350,R,11000,R,350,R,11350,R,11000,R,350,R,11350,,,R,11000,R,175,R,11175,R,11000,R,350,R,11350,R,11000,R,350,R,11350,R,11000,R,350,R,11350,,,R,11000,R,175,R,11175,R,11000,R,350,R,11350,R,11000,R,350,R,11350,R,11000,R,350,R,11350,,,R,375,R,375,R,800,R,800,A,,A,,A,,R,7300,A,,A,,A,,R,1000,R,3435,R,3435,R,6000,R,6000,R,600,R,1120,R,1500,R,1500,A,,A,,A,,R,3600,R,1100,R,1100,R,2500,R,2500,-2,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495174,2,A,,-2,-2,3,A,,A,,-2,A,,-2,A,,-2,2,2,0,0,0,0,1,2,,1,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,10.0202,R,7600,R,350,R,900,1,R,11,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
495183,2,A,,2,-2,3,A,,R,50,0,A,,-2,A,,-2,2,1,0,1,1,0,2,2,,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,12.0503,A,,A,,R,130,2,R,22,R,88,R,44,R,44,R,36000,R,36000,R,36000,R,48750,R,3600,R,3600,R,3600,R,4800,A,,A,,A,,A,,A,,A,,A,,A,,R,13200,R,13200,R,13200,R,17600,R,4400,R,4400,R,4400,R,4400,A,,A,,A,,R,8800,R,4400,R,4400,R,4400,R,4400,12.0503,R,18000,R,1800,R,48,2,R,12,12.0501,R,40300,R,4000,R,103,2,R,22,12.0501,R,18000,R,1800,R,46,2,R,12,-2,A,,A,,A,,-2,A,,-2,A,,A,,A,,-2,A,
